gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
Sacs,14,61138457,61240695,protein_coding,1,102238,chr14_61138457_61240695
Sae1,7,16320234,16387806,protein_coding,-1,67572,chr7_16320234_16387806
Safb,17,56584825,56606294,protein_coding,1,21469,chr17_56584825_56606294
Safb2,17,56560965,56584585,protein_coding,-1,23620,chr17_56560965_56584585
Sag,1,87803680,87845158,protein_coding,1,41478,chr1_87803680_87845158
Sall1,8,89027235,89044162,protein_coding,-1,16927,chr8_89027235_89044162
Sall2,14,52311172,52328762,protein_coding,-1,17590,chr14_52311172_52328762
Sall3,18,80966376,80986771,protein_coding,-1,20395,chr18_80966376_80986771
Sall4,2,168748332,168767943,protein_coding,-1,19611,chr2_168748332_168767943
Samd1,8,83997501,84000409,protein_coding,1,2908,chr8_83997501_84000409
Samd10,2,181595218,181599212,protein_coding,-1,3994,chr2_181595218_181599212
Samd11,4,156246966,156255657,protein_coding,-1,8691,chr4_156246966_156255657
Samd12,15,53453810,53902537,protein_coding,-1,448727,chr15_53453810_53902537
Samd14,11,95009879,95026087,protein_coding,1,16208,chr11_95009879_95026087
Samd15,12,87199723,87213541,protein_coding,1,13818,chr12_87199723_87213541
Samd3,10,26229707,26272172,protein_coding,1,42465,chr10_26229707_26272172
Samd4,14,46882854,47105815,protein_coding,1,222961,chr14_46882854_47105815
Samd4b,7,28399522,28598144,protein_coding,-1,198622,chr7_28399522_28598144
Samd5,10,9622936,9675208,protein_coding,-1,52272,chr10_9622936_9675208
Samd7,3,30746293,30767174,protein_coding,1,20881,chr3_30746293_30767174
Samd8,14,21750531,21798726,protein_coding,1,48195,chr14_21750531_21798726
Samd9l,6,3372257,3399572,protein_coding,-1,27315,chr6_3372257_3399572
Samhd1,2,157097533,157135265,protein_coding,-1,37732,chr2_157097533_157135265
Samm50,15,84192241,84217267,protein_coding,1,25026,chr15_84192241_84217267
Samsn1,16,75858793,76022281,protein_coding,-1,163488,chr16_75858793_76022281
Sap130,18,31634371,31723061,protein_coding,1,88690,chr18_31634371_31723061
Sap18,14,57798180,57806638,protein_coding,1,8458,chr14_57798180_57806638
Sap25,5,137641334,137642902,protein_coding,1,1568,chr5_137641334_137642902
Sap30,8,57482707,57487860,protein_coding,-1,5153,chr8_57482707_57487860
Sap30bp,11,115933282,115966725,protein_coding,1,33443,chr11_115933282_115966725
Sap30l,11,57801637,57810217,protein_coding,1,8580,chr11_57801637_57810217
Sapcd1,17,35025959,35028016,protein_coding,-1,2057,chr17_35025959_35028016
Sapcd2,2,25372321,25378213,protein_coding,1,5892,chr2_25372321_25378213
Sar1a,10,61680299,61693297,protein_coding,1,12998,chr10_61680299_61693297
Sar1b,11,51763687,51791925,protein_coding,1,28238,chr11_51763687_51791925
Saraf,8,34154563,34170845,protein_coding,1,16282,chr8_34154563_34170845
Sardh,2,27188393,27248337,protein_coding,-1,59944,chr2_27188393_27248337
Sarm1,11,78472330,78497754,protein_coding,-1,25424,chr11_78472330_78497754
Sarnp,10,128817333,128877629,protein_coding,1,60296,chr10_128817333_128877629
Sars,3,108424865,108445209,protein_coding,-1,20344,chr3_108424865_108445209
Sars2,7,28741992,28753871,protein_coding,1,11879,chr7_28741992_28753871
Sart1,19,5377523,5388703,protein_coding,-1,11180,chr19_5377523_5388703
Sart3,5,113742446,113772510,protein_coding,-1,30064,chr5_113742446_113772510
Sash1,10,8722219,8886070,protein_coding,-1,163851,chr10_8722219_8886070
Sash3,X,48146436,48161565,protein_coding,1,15129,chrX_48146436_48161565
Sass6,3,116594982,116631004,protein_coding,1,36022,chr3_116594982_116631004
Sat1,X,155213132,155216449,protein_coding,-1,3317,chrX_155213132_155216449
Sat2,11,69622024,69623870,protein_coding,1,1846,chr11_69622024_69623870
Satb1,17,51736187,51833290,protein_coding,-1,97103,chr17_51736187_51833290
Satb2,1,56793981,56978650,protein_coding,-1,184669,chr1_56793981_56978650
Satl1,X,112384303,112406779,protein_coding,-1,22476,chrX_112384303_112406779
Sav1,12,69965012,69987002,protein_coding,-1,21990,chr12_69965012_69987002
Saysd1,14,20075636,20138534,protein_coding,-1,62898,chr14_20075636_20138534
Sbds,5,130245731,130255530,protein_coding,-1,9799,chr5_130245731_130255530
Sbf1,15,89288236,89315311,protein_coding,-1,27075,chr15_89288236_89315311
Sbf2,7,110308013,110614922,protein_coding,-1,306909,chr7_110308013_110614922
Sbk1,7,126248862,126295016,protein_coding,1,46154,chr7_126248862_126295016
Sbk2,7,4940512,4964406,protein_coding,-1,23894,chr7_4940512_4964406
Sbk3,7,4965260,4971168,protein_coding,-1,5908,chr7_4965260_4971168
Sbno1,5,124368702,124426001,protein_coding,-1,57299,chr5_124368702_124426001
Sbno2,10,80056992,80105571,protein_coding,-1,48579,chr10_80056992_80105571
Sbsn,7,30751471,30756134,protein_coding,1,4663,chr7_30751471_30756134
Sbspon,1,15853862,15892722,protein_coding,-1,38860,chr1_15853862_15892722
Sc5d,9,42251595,42264256,protein_coding,-1,12661,chr9_42251595_42264256
Scaf1,7,45002948,45016363,protein_coding,-1,13415,chr7_45002948_45016363
Scaf11,15,96411699,96460843,protein_coding,-1,49144,chr15_96411699_96460843
Scaf4,16,90225680,90284503,protein_coding,-1,58823,chr16_90225680_90284503
Scaf8,17,3114972,3198859,protein_coding,1,83887,chr17_3114972_3198859
Scai,2,39066214,39190734,protein_coding,-1,124520,chr2_39066214_39190734
Scamp1,13,94201310,94285857,protein_coding,-1,84547,chr13_94201310_94285857
Scamp2,9,57560943,57588795,protein_coding,1,27852,chr9_57560943_57588795
Scamp3,3,89177473,89182765,protein_coding,1,5292,chr3_89177473_89182765
Scamp4,10,80602872,80615783,protein_coding,1,12911,chr10_80602872_80615783
Scamp5,9,57441327,57468060,protein_coding,-1,26733,chr9_57441327_57468060
Scand1,2,156311846,156312747,protein_coding,-1,901,chr2_156311846_156312747
Scap,9,110333288,110384950,protein_coding,1,51662,chr9_110333288_110384950
Scaper,9,55549879,55938119,protein_coding,-1,388240,chr9_55549879_55938119
Scara3,14,65919394,65953935,protein_coding,-1,34541,chr14_65919394_65953935
Scara5,14,65666403,65764826,protein_coding,1,98423,chr14_65666403_65764826
Scarb1,5,125277087,125341094,protein_coding,-1,64007,chr5_125277087_125341094
Scarb2,5,92441314,92506833,protein_coding,-1,65519,chr5_92441314_92506833
Scarf1,11,75513540,75526582,protein_coding,1,13042,chr11_75513540_75526582
Scarf2,16,17797282,17808293,protein_coding,1,11011,chr16_17797282_17808293
Scarna10,6,125186359,125186683,snoRNA,-1,324,chr6_125186359_125186683
Scarna13,12,105031075,105031349,scaRNA,-1,274,chr12_105031075_105031349
Scarna17,18,74778391,74778469,scaRNA,-1,78,chr18_74778391_74778469
Scarna2,3,108554338,108554751,scaRNA,-1,413,chr3_108554338_108554751
Scarna3a,1,159340283,159340422,scaRNA,1,139,chr1_159340283_159340422
Scarna3b,12,80391613,80391751,scaRNA,-1,138,chr12_80391613_80391751
Scarna6,1,87784556,87784820,scaRNA,1,264,chr1_87784556_87784820
Scarna8,4,86586453,86586583,scaRNA,-1,130,chr4_86586453_86586583
Scarna9,9,15326264,15326333,snoRNA,-1,69,chr9_15326264_15326333
Sccpdh,1,179668210,179687189,protein_coding,1,18979,chr1_179668210_179687189
Scd1,19,44394455,44407879,protein_coding,-1,13424,chr19_44394455_44407879
Scd2,19,44293674,44306864,protein_coding,1,13190,chr19_44293674_44306864
Scd3,19,44203269,44244016,protein_coding,1,40747,chr19_44203269_44244016
Scd4,19,44333092,44346743,protein_coding,1,13651,chr19_44333092_44346743
Scel,14,103513342,103612797,protein_coding,1,99455,chr14_103513342_103612797
Scfd1,12,51377510,51450101,protein_coding,1,72591,chr12_51377510_51450101
Scfd2,5,74204816,74531759,protein_coding,-1,326943,chr5_74204816_74531759
Scg2,1,79434669,79440120,protein_coding,-1,5451,chr1_79434669_79440120
Scg3,9,75643189,75684056,protein_coding,-1,40867,chr9_75643189_75684056
Scg5,2,113776362,113829121,protein_coding,-1,52759,chr2_113776362_113829121
Scgb1b30,7,34095431,34100837,protein_coding,1,5406,chr7_34095431_34100837
Scgb3a1,11,49663610,49665118,protein_coding,1,1508,chr11_49663610_49665118
Scgn,13,23953456,23991214,protein_coding,-1,37758,chr13_23953456_23991214
Schip1,3,68064802,68626481,protein_coding,1,561679,chr3_68064802_68626481
Scimp,11,70790932,70812586,protein_coding,-1,21654,chr11_70790932_70812586
Scin,12,40059769,40134228,protein_coding,-1,74459,chr12_40059769_40134228
Sclt1,3,41626720,41742514,protein_coding,-1,115794,chr3_41626720_41742514
Scly,1,91298338,91321075,protein_coding,1,22737,chr1_91298338_91321075
Scmh1,4,120405281,120530186,protein_coding,1,124905,chr4_120405281_120530186
Scml1,X,161814690,161832176,transcribed_unitary_pseudogene,-1,17486,chrX_161814690_161832176
Scml2,X,161082525,161258213,protein_coding,1,175688,chrX_161082525_161258213
Scml4,10,42860370,42960780,protein_coding,1,100410,chr10_42860370_42960780
Scn10a,9,119608456,119719322,protein_coding,-1,110866,chr9_119608456_119719322
Scn11a,9,119753759,119825456,protein_coding,-1,71697,chr9_119753759_119825456
Scn1a,2,66270778,66440840,protein_coding,-1,170062,chr2_66270778_66440840
Scn1b,7,31116524,31127003,protein_coding,-1,10479,chr7_31116524_31127003
Scn2b,9,45117782,45130070,protein_coding,1,12288,chr9_45117782_45130070
Scn3a,2,65457118,65567627,protein_coding,-1,110509,chr2_65457118_65567627
Scn3b,9,40269217,40291618,protein_coding,1,22401,chr9_40269217_40291618
Scn4a,11,106318592,106353288,protein_coding,-1,34696,chr11_106318592_106353288
Scn4b,9,45138395,45154152,protein_coding,1,15757,chr9_45138395_45154152
Scn5a,9,119483408,119579016,protein_coding,-1,95608,chr9_119483408_119579016
Scn7a,2,66673425,66784914,protein_coding,-1,111489,chr2_66673425_66784914
Scn8a,15,100869858,101045938,protein_coding,1,176080,chr15_100869858_101045938
Scn9a,2,66480080,66634962,protein_coding,-1,154882,chr2_66480080_66634962
Scnm1,3,95129536,95134011,protein_coding,-1,4475,chr3_95129536_95134011
Scnn1a,6,125320659,125344943,protein_coding,1,24284,chr6_125320659_125344943
Scnn1g,7,121734479,121768475,protein_coding,1,33996,chr7_121734479_121768475
Sco1,11,67052670,67067070,protein_coding,1,14400,chr11_67052670_67067070
Scoc,8,83430084,83458391,protein_coding,-1,28307,chr8_83430084_83458391
Scp2,4,108043839,108144998,protein_coding,-1,101159,chr4_108043839_108144998
Scp2-ps1,3,155514441,155515311,unprocessed_pseudogene,1,870,chr3_155514441_155515311
Scp2-ps2,9,123306600,123317998,transcribed_unprocessed_pseudogene,-1,11398,chr9_123306600_123317998
Scpep1,11,88924020,88955465,protein_coding,-1,31445,chr11_88924020_88955465
Scpep1os,11,88905928,88936061,antisense,1,30133,chr11_88905928_88936061
Scrg1,8,57455923,57477585,protein_coding,1,21662,chr8_57455923_57477585
Scrib,15,76047158,76069784,protein_coding,-1,22626,chr15_76047158_76069784
Scrn1,6,54501173,54566489,protein_coding,-1,65316,chr6_54501173_54566489
Scrn2,11,97029938,97033958,protein_coding,1,4020,chr11_97029938_97033958
Scrn3,2,73312601,73337818,protein_coding,1,25217,chr2_73312601_73337818
Scrt1,15,76516203,76522499,protein_coding,-1,6296,chr15_76516203_76522499
Scrt2,2,152081529,152095802,protein_coding,1,14273,chr2_152081529_152095802
Sct,7,141278330,141279133,protein_coding,-1,803,chr7_141278330_141279133
Sctr,1,120006894,120063536,protein_coding,1,56642,chr1_120006894_120063536
Scube1,15,83604999,83725021,protein_coding,-1,120022,chr15_83604999_83725021
Scube2,7,109798676,109865679,protein_coding,-1,67003,chr7_109798676_109865679
Scube3,17,28142141,28174854,protein_coding,1,32713,chr17_28142141_28174854
Scx,15,76457452,76459458,protein_coding,1,2006,chr15_76457452_76459458
Scyl1,19,5758351,5771419,protein_coding,-1,13068,chr19_5758351_5771419
Scyl2,10,89638721,89686285,protein_coding,-1,47564,chr10_89638721_89686285
Scyl3,1,163929100,163955126,protein_coding,1,26026,chr1_163929100_163955126
Sdad1,5,92284010,92310479,protein_coding,-1,26469,chr5_92284010_92310479
Sdc1,12,8771323,8793715,protein_coding,1,22392,chr12_8771323_8793715
Sdc2,15,32920723,33034935,protein_coding,1,114212,chr15_32920723_33034935
Sdc3,4,130792537,130826319,protein_coding,1,33782,chr4_130792537_130826319
Sdc4,2,164424247,164443887,protein_coding,-1,19640,chr2_164424247_164443887
Sdcbp,4,6365650,6408423,protein_coding,1,42773,chr4_6365650_6408423
Sdcbp2,2,151572622,151590005,protein_coding,1,17383,chr2_151572622_151590005
Sdccag8,1,176814660,177020437,protein_coding,1,205777,chr1_176814660_177020437
Sde2,1,180851127,180868113,protein_coding,1,16986,chr1_180851127_180868113
Sdf2,11,78245746,78255496,protein_coding,1,9750,chr11_78245746_78255496
Sdf2l1,16,17130138,17132383,protein_coding,-1,2245,chr16_17130138_17132383
Sdf4,4,155992872,156013610,protein_coding,1,20738,chr4_155992872_156013610
Sdha,13,74322254,74350280,protein_coding,-1,28026,chr13_74322254_74350280
Sdhaf1,7,30321406,30323895,protein_coding,-1,2489,chr7_30321406_30323895
Sdhaf2,19,10500534,10526142,protein_coding,-1,25608,chr19_10500534_10526142
Sdhb,4,140961203,140979193,protein_coding,1,17990,chr4_140961203_140979193
Sdhc,1,171127165,171150603,protein_coding,-1,23438,chr1_171127165_171150603
Sdhd,9,50596357,50603812,protein_coding,-1,7455,chr9_50596357_50603812
Sdk1,5,141241490,142215586,protein_coding,1,974096,chr5_141241490_142215586
Sdk2,11,113776374,114067046,protein_coding,-1,290672,chr11_113776374_114067046
Sdr39u1,14,55897283,55900293,protein_coding,-1,3010,chr14_55897283_55900293
Sdr42e1,8,117661399,117673689,protein_coding,-1,12290,chr8_117661399_117673689
Sdr9c7,10,127898518,127911761,protein_coding,1,13243,chr10_127898518_127911761
Sds,5,120476526,120483932,protein_coding,1,7406,chr5_120476526_120483932
Sdsl,5,120458186,120472810,protein_coding,-1,14624,chr5_120458186_120472810
Sebox,11,78503447,78505081,protein_coding,1,1634,chr11_78503447_78505081
Sec1,7,45677686,45694402,protein_coding,-1,16716,chr7_45677686_45694402
Sec11a,7,80904889,80947780,protein_coding,-1,42891,chr7_80904889_80947780
Sec11c,18,65800515,65817684,protein_coding,1,17169,chr18_65800515_65817684
Sec13,6,113728062,113740743,protein_coding,-1,12681,chr6_113728062_113740743
Sec14l1,11,117115168,117159268,protein_coding,1,44100,chr11_117115168_117159268
Sec14l2,11,4097039,4123415,protein_coding,-1,26376,chr11_4097039_4123415
Sec14l3,11,4064841,4077736,protein_coding,1,12895,chr11_4064841_4077736
Sec14l4,11,4031462,4048024,protein_coding,1,16562,chr11_4031462_4048024
Sec14l5,16,5147109,5187271,protein_coding,1,40162,chr16_5147109_5187271
Sec16a,2,26409431,26445216,protein_coding,-1,35785,chr2_26409431_26445216
Sec16b,1,157506728,157568425,protein_coding,1,61697,chr1_157506728_157568425
Sec22a,16,35311131,35363918,protein_coding,-1,52787,chr16_35311131_35363918
Sec22b,3,97901190,97923276,protein_coding,1,22086,chr3_97901190_97923276
Sec22c,9,121680045,121705490,protein_coding,-1,25445,chr9_121680045_121705490
Sec23a,12,58958383,59012017,protein_coding,-1,53634,chr12_58958383_59012017
Sec23b,2,144556229,144590749,protein_coding,1,34520,chr2_144556229_144590749
Sec23ip,7,128744943,128784836,protein_coding,1,39893,chr7_128744943_128784836
Sec24a,11,51692264,51763634,protein_coding,-1,71370,chr11_51692264_51763634
Sec24b,3,129982759,130061553,protein_coding,-1,78794,chr3_129982759_130061553
Sec24c,14,20674308,20694852,protein_coding,1,20544,chr14_20674308_20694852
Sec24d,3,123267455,123365641,protein_coding,1,98186,chr3_123267455_123365641
Sec31a,5,100361649,100416234,protein_coding,-1,54585,chr5_100361649_100416234
Sec31b,19,44516957,44545864,protein_coding,-1,28907,chr19_44516957_44545864
Sec61a1,6,88503579,88518905,protein_coding,-1,15326,chr6_88503579_88518905
Sec61a2,2,5870987,5895432,protein_coding,-1,24445,chr2_5870987_5895432
Sec61b,4,47474658,47483242,protein_coding,1,8584,chr4_47474658_47483242
Sec61g,11,16500530,16508484,protein_coding,-1,7954,chr11_16500530_16508484
Sec62,3,30792875,30821263,protein_coding,1,28388,chr3_30792875_30821263
Sec63,10,42761496,42832514,protein_coding,1,71018,chr10_42761496_42832514
Secisbp2,13,51651697,51684044,protein_coding,1,32347,chr13_51651697_51684044
Secisbp2l,2,125736986,125782870,protein_coding,-1,45884,chr2_125736986_125782870
Sectm1a,11,121067407,121081220,protein_coding,-1,13813,chr11_121067407_121081220
Seh1l,18,67774876,67795487,protein_coding,1,20611,chr18_67774876_67795487
Sel1l,12,91806043,91849157,protein_coding,-1,43114,chr12_91806043_91849157
Sel1l2,2,140229855,140389706,protein_coding,-1,159851,chr2_140229855_140389706
Sel1l3,5,53107083,53213927,protein_coding,-1,106844,chr5_53107083_53213927
Sele,1,164048234,164057677,protein_coding,1,9443,chr1_164048234_164057677
Selenbp1,3,94933056,94944758,protein_coding,1,11702,chr3_94933056_94944758
Selenbp2,3,94693556,94704413,protein_coding,1,10857,chr3_94693556_94704413
Sell,1,164061982,164084181,protein_coding,1,22199,chr1_164061982_164084181
Selp,1,164115264,164150026,protein_coding,1,34762,chr1_164115264_164150026
Selplg,5,113818536,113832644,protein_coding,-1,14108,chr5_113818536_113832644
Sema3a,5,13125414,13602565,protein_coding,1,477151,chr5_13125414_13602565
Sema3b,9,107597674,107609229,protein_coding,-1,11555,chr9_107597674_107609229
Sema3c,5,17574281,17730268,protein_coding,1,155987,chr5_17574281_17730268
Sema3d,5,12383385,12588948,protein_coding,1,205563,chr5_12383385_12588948
Sema3e,5,14025276,14256689,protein_coding,1,231413,chr5_14025276_14256689
Sema3f,9,107681500,107710475,protein_coding,-1,28975,chr9_107681500_107710475
Sema3g,14,31217860,31230352,protein_coding,1,12492,chr14_31217860_31230352
Sema4a,3,88435959,88461182,protein_coding,-1,25223,chr3_88435959_88461182
Sema4b,7,80186841,80226527,protein_coding,1,39686,chr7_80186841_80226527
Sema4c,1,36548639,36558349,protein_coding,-1,9710,chr1_36548639_36558349
Sema4d,13,51685529,51793747,protein_coding,-1,108218,chr13_51685529_51793747
Sema4f,6,82911885,82939769,protein_coding,-1,27884,chr6_82911885_82939769
Sema4g,19,44989101,45003397,protein_coding,1,14296,chr19_44989101_45003397
Sema5a,15,32244810,32696341,protein_coding,1,451531,chr15_32244810_32696341
Sema5b,16,35541145,35664732,protein_coding,1,123587,chr16_35541145_35664732
Sema6a,18,47235598,47368870,protein_coding,-1,133272,chr18_47235598_47368870
Sema6b,17,56123085,56140343,protein_coding,-1,17258,chr17_56123085_56140343
Sema6c,3,95160457,95174024,protein_coding,1,13567,chr3_95160457_95174024
Sema6d,2,124089969,124667770,protein_coding,1,577801,chr2_124089969_124667770
Sema7a,9,57940112,57962865,protein_coding,1,22753,chr9_57940112_57962865
Senp1,15,98038744,98093744,protein_coding,-1,55000,chr15_98038744_98093744
Senp2,16,22009484,22049269,protein_coding,1,39785,chr16_22009484_22049269
Senp3,11,69673115,69682084,protein_coding,-1,8969,chr11_69673115_69682084
Senp5,16,31959672,32003287,protein_coding,-1,43615,chr16_31959672_32003287
Senp6,9,80066903,80144953,protein_coding,1,78050,chr9_80066903_80144953
Senp7,16,56048338,56190012,protein_coding,1,141674,chr16_56048338_56190012
Senp8,9,59734259,59750710,protein_coding,-1,16451,chr9_59734259_59750710
Sephs1,2,4881564,4910557,protein_coding,1,28993,chr2_4881564_4910557
Sephs2,7,127271879,127274055,protein_coding,-1,2176,chr7_127271879_127274055
Sepsecs,5,52640087,52669708,protein_coding,-1,29621,chr5_52640087_52669708
Serac1,17,6042196,6079741,protein_coding,-1,37545,chr17_6042196_6079741
Serbp1,6,67238176,67297736,protein_coding,1,59560,chr6_67238176_67297736
Serf1,13,100108012,100114571,protein_coding,1,6559,chr13_100108012_100114571
Serf2,2,121449195,121458313,protein_coding,1,9118,chr2_121449195_121458313
Sergef,7,46443154,46639807,protein_coding,-1,196653,chr7_46443154_46639807
Serhl,15,83089506,83116674,protein_coding,1,27168,chr15_83089506_83116674
Serinc1,10,57515774,57532530,protein_coding,-1,16756,chr10_57515774_57532530
Serinc2,4,130253495,130279205,protein_coding,-1,25710,chr4_130253495_130279205
Serinc3,2,163623272,163645131,protein_coding,-1,21859,chr2_163623272_163645131
Serinc4,2,121439059,121456781,protein_coding,-1,17722,chr2_121439059_121456781
Serinc5,13,92611091,92711947,protein_coding,1,100856,chr13_92611091_92711947
Serp1,3,58519817,58525892,protein_coding,-1,6075,chr3_58519817_58525892
Serp2,14,76532814,76556889,protein_coding,-1,24075,chr14_76532814_76556889
Serpina10,12,103614786,103631444,protein_coding,-1,16658,chr12_103614786_103631444
Serpina11,12,103980243,103989957,protein_coding,-1,9714,chr12_103980243_103989957
Serpina12,12,104028769,104044443,protein_coding,-1,15674,chr12_104028769_104044443
Serpina3b,12,104127996,104139545,protein_coding,1,11549,chr12_104127996_104139545
Serpina3c,12,104146382,104153870,protein_coding,-1,7488,chr12_104146382_104153870
Serpina3e-ps,12,104189517,104192926,unprocessed_pseudogene,-1,3409,chr12_104189517_104192926
Serpina3f,12,104214544,104221129,protein_coding,1,6585,chr12_104214544_104221129
Serpina3g,12,104236245,104241939,protein_coding,1,5694,chr12_104236245_104241939
Serpina3h,12,104247905,104253669,transcribed_unprocessed_pseudogene,1,5764,chr12_104247905_104253669
Serpina3i,12,104263122,104269372,protein_coding,1,6250,chr12_104263122_104269372
Serpina3m,12,104338486,104394257,protein_coding,1,55771,chr12_104338486_104394257
Serpina3n,12,104406729,104414329,protein_coding,1,7600,chr12_104406729_104414329
Serpina4-ps1,12,104080649,104086724,unprocessed_pseudogene,1,6075,chr12_104080649_104086724
Serpina9,12,103994743,104013755,protein_coding,-1,19012,chr12_103994743_104013755
Serpinb1-ps1,13,32859959,32863170,unprocessed_pseudogene,-1,3211,chr13_32859959_32863170
Serpinb10,1,107529003,107549271,polymorphic_pseudogene,1,20268,chr1_107529003_107549271
Serpinb11,1,107361198,107380475,protein_coding,1,19277,chr1_107361198_107380475
Serpinb1a,13,32842092,32851185,protein_coding,-1,9093,chr13_32842092_32851185
Serpinb1b,13,33078575,33094380,protein_coding,1,15805,chr13_33078575_33094380
Serpinb1c,13,32881434,32898211,protein_coding,-1,16777,chr13_32881434_32898211
Serpinb5,1,106861173,106883348,protein_coding,1,22175,chr1_106861173_106883348
Serpinb6a,13,33917918,34002794,protein_coding,-1,84876,chr13_33917918_34002794
Serpinb6b,13,32965209,32979067,protein_coding,1,13858,chr13_32965209_32979067
Serpinb6c,13,33879816,33905708,protein_coding,-1,25892,chr13_33879816_33905708
Serpinb6e,13,33832345,33843408,protein_coding,-1,11063,chr13_33832345_33843408
Serpinb7,1,107399655,107452689,protein_coding,1,53034,chr1_107399655_107452689
Serpinb8,1,107590006,107610484,protein_coding,1,20478,chr1_107590006_107610484
Serpinb9,13,33003250,33017957,protein_coding,1,14707,chr13_33003250_33017957
Serpinc1,1,160978585,161005863,protein_coding,1,27278,chr1_160978585_161005863
Serpind1,16,17331371,17343575,protein_coding,1,12204,chr16_17331371_17343575
Serpine1,5,137061504,137072268,protein_coding,-1,10764,chr5_137061504_137072268
Serpine2,1,79794197,79861180,protein_coding,-1,66983,chr1_79794197_79861180
Serpine3,14,62663667,62692243,protein_coding,1,28576,chr14_62663667_62692243
Serpinf1,11,75409769,75422701,protein_coding,-1,12932,chr11_75409769_75422701
Serpinf2,11,75431732,75439591,protein_coding,-1,7859,chr11_75431732_75439591
Serping1,2,84765387,84775444,protein_coding,-1,10057,chr2_84765387_84775444
Serpinh1,7,99345376,99353239,protein_coding,-1,7863,chr7_99345376_99353239
Serpini1,3,75557547,75643495,protein_coding,1,85948,chr3_75557547_75643495
Serpini2,3,75242370,75270078,protein_coding,-1,27708,chr3_75242370_75270078
Sertad1,7,27486910,27490316,protein_coding,1,3406,chr7_27486910_27490316
Sertad2,11,20543253,20653021,protein_coding,1,109768,chr11_20543253_20653021
Sertad3,7,27473768,27477364,protein_coding,1,3596,chr7_27473768_27477364
Sertad4,1,192844488,192855756,protein_coding,-1,11268,chr1_192844488_192855756
Sertm1,3,54897068,54915887,protein_coding,-1,18819,chr3_54897068_54915887
Sesn1,10,41809935,41908424,protein_coding,1,98489,chr10_41809935_41908424
Sesn2,4,132492032,132510501,protein_coding,-1,18469,chr4_132492032_132510501
Sesn3,9,14275067,14333101,protein_coding,1,58034,chr9_14275067_14333101
Sestd1,2,77180340,77280592,protein_coding,-1,100252,chr2_77180340_77280592
Set,2,30057378,30072577,protein_coding,1,15199,chr2_30057378_30072577
Setbp1,18,78750380,79109391,protein_coding,-1,359011,chr18_78750380_79109391
Setd1a,7,127776670,127800122,protein_coding,1,23452,chr7_127776670_127800122
Setd1b,5,123142193,123168629,protein_coding,1,26436,chr5_123142193_123168629
Setd2,9,110532597,110618633,protein_coding,1,86036,chr9_110532597_110618633
Setd3,12,108106431,108179314,protein_coding,-1,72883,chr12_108106431_108179314
Setd4,16,93583457,93604063,protein_coding,-1,20606,chr16_93583457_93604063
Setd5,6,113077365,113153435,protein_coding,1,76070,chr6_113077365_113153435
Setd6,8,95715881,95719010,protein_coding,1,3129,chr8_95715881_95719010
Setd7,3,51515319,51560879,protein_coding,-1,45560,chr3_51515319_51560879
Setdb1,3,95323525,95357202,protein_coding,-1,33677,chr3_95323525_95357202
Setdb2,14,59402009,59440884,protein_coding,-1,38875,chr14_59402009_59440884
Setmar,6,108065045,108077122,protein_coding,1,12077,chr6_108065045_108077122
Setx,2,29124181,29182471,protein_coding,1,58290,chr2_29124181_29182471
Sez6,11,77930800,77979048,protein_coding,1,48248,chr11_77930800_77979048
Sez6l,5,112419151,112577185,protein_coding,-1,158034,chr5_112419151_112577185
Sez6l2,7,126950563,126970606,protein_coding,1,20043,chr7_126950563_126970606
Sf1,19,6363690,6378030,protein_coding,1,14340,chr19_6363690_6378030
Sf3a1,11,4160350,4182541,protein_coding,1,22191,chr11_4160350_4182541
Sf3a2,10,80798198,80804924,protein_coding,1,6726,chr10_80798198_80804924
Sf3a3,4,124714776,124732460,protein_coding,1,17684,chr4_124714776_124732460
Sf3b1,1,54985169,55027481,protein_coding,-1,42312,chr1_54985169_55027481
Sf3b2,19,5273932,5295455,protein_coding,-1,21523,chr19_5273932_5295455
Sf3b3,8,110810239,110846787,protein_coding,-1,36548,chr8_110810239_110846787
Sf3b4,3,96172332,96177564,protein_coding,1,5232,chr3_96172332_96177564
Sf3b5,10,13005343,13009183,protein_coding,1,3840,chr10_13005343_13009183
Sf3b6,12,4817544,4827659,protein_coding,1,10115,chr12_4817544_4827659
Sfi1,11,3131850,3193463,protein_coding,-1,61613,chr11_3131850_3193463
Sfmbt1,14,30714849,30822721,protein_coding,1,107872,chr14_30714849_30822721
Sfmbt2,2,10370510,10595253,protein_coding,1,224743,chr2_10370510_10595253
Sfn,4,133600556,133602168,protein_coding,-1,1612,chr4_133600556_133602168
Sfpq,4,127021324,127037013,protein_coding,1,15689,chr4_127021324_127037013
Sfr1,19,47731682,47735588,protein_coding,1,3906,chr19_47731682_47735588
Sfrp1,8,23411502,23449632,protein_coding,1,38130,chr8_23411502_23449632
Sfrp2,3,83766321,83774316,protein_coding,1,7995,chr3_83766321_83774316
Sfrp4,13,19623104,19632994,protein_coding,1,9890,chr13_19623104_19632994
Sfrp5,19,42197971,42202252,protein_coding,-1,4281,chr19_42197971_42202252
Sfswap,5,129501221,129571384,protein_coding,1,70163,chr5_129501221_129571384
Sft2d1,17,8311102,8327442,protein_coding,1,16340,chr17_8311102_8327442
